"Stkcd","Stknme","Annctime","Type","Suspdate","Resmdate","Timeperd"
"300411","金盾股份","2018-02-01","1","2018-02-01","2018-06-01","308.00"
"300412","迦南科技","2016-08-31","1","2016-08-31","2016-09-07","20.00"
"300412","迦南科技","2018-01-08","1","2018-01-08","2018-02-08","92.00"
"300413","快乐购","2016-06-20","1","2016-06-20","2016-11-07","372.00"
"300413","快乐购","2017-04-05","1","2017-04-05","2017-11-21","624.00"
"300413","快乐购","2018-04-19","1","2018-04-19","2018-04-27","24.00"
"300413","芒果超媒","2018-10-08","1","2018-10-08","2018-10-15","20.00"
"300414","中光防雷","2016-08-05","1","2016-08-05","2016-11-09","244.00"
"300414","中光防雷","2016-12-09","1","2016-12-09","2016-12-16","20.00"
"300414","中光防雷","2017-04-28","1","2017-04-28","2017-11-10","528.00"
"300414","中光防雷","2018-01-25","1","2018-01-25","2018-02-02","24.00"
"300414","中光防雷","2018-04-11","1","2018-04-11","2018-04-18","20.00"
"300416","苏试试验","2016-09-05","1","2016-09-05","2016-09-09","16.00"
"300416","苏试试验","2018-06-04","1","2018-06-04","2018-06-11","20.00"
"300418","昆仑万维","2017-02-15","1","2017-02-15","2017-02-22","20.00"
"300419","浩丰科技","2016-11-24","1","2016-11-24","2016-11-30","16.00"
"300419","浩丰科技","2020-04-07","1","2020-04-07","2020-04-21","40.00"
"300420","五洋科技","2016-12-13","1","2016-12-13","2017-03-23","264.00"
"300420","五洋科技","2017-07-13","1","2017-07-13","2017-07-24","28.00"
"300420","五洋科技","2017-11-21","1","2017-11-21","2017-11-27","16.00"
"300421","力星股份","2016-09-22","1","2016-09-22","2016-10-10","28.00"
"300422","博世科","2016-09-14","1","2016-09-14","2016-09-23","20.00"
"300422","博世科","2020-07-20","1","2020-07-20","2020-07-23","12.00"
"300423","鲁亿通","2016-12-12","1","2016-12-12","2016-12-26","40.00"
"300423","鲁亿通","2017-02-27","1","2017-02-27","2017-07-31","420.00"
"300423","鲁亿通","2017-10-26","1","2017-10-26","2017-11-02","20.00"
"300423","鲁亿通","2018-03-26","1","2018-03-26","2018-04-02","20.00"
"300424","航新科技","2017-12-28","1","2017-12-28","2018-03-23","220.00"
"300425","环能科技","2016-08-04","1","2016-08-04","2016-08-11","20.00"
"300425","环能科技","2016-12-20","1","2016-12-20","2016-12-27","20.00"
"300425","环能科技","2018-09-10","1","2018-09-10","2018-10-17","84.00"
"300426","唐德影视","2017-02-28","1","2017-02-28","2017-03-02","8.00"
"300426","唐德影视","2020-05-26","1","2020-05-26","2020-06-02","18.00"
"300427","红相电力","2016-06-13","1","2016-06-13","2016-12-22","524.00"
"300427","红相电力","2017-06-15","1","2017-06-15","2017-06-22","20.00"
"300427","红相股份","2020-04-21","1","2020-04-21","2020-04-28","20.00"
"300428","四通新材","2017-01-11","1","2017-01-11","2017-04-05","210.00"
"300428","四通新材","2018-07-11","1","2018-07-11","2018-07-25","40.00"
"300428","四通新材","2018-10-31","1","2018-10-31","2018-11-09","28.00"
"300429","强力新材","2016-09-14","1","2016-09-14","2016-09-27","28.00"
"300429","强力新材","2018-05-15","1","2018-05-15","2018-05-22","20.00"
"300430","诚益通","2017-04-07","1","2017-04-07","2017-04-14","20.00"
"300431","暴风集团","2017-07-19","1","2017-07-19","2017-12-08","388.00"
"300431","暴风集团","2018-05-29","1","2018-05-29","2018-06-06","24.00"
"300431","暴风集团","2020-05-06","1","2020-05-06","2020-05-07","4.00"
"300431","暴风集团","2020-07-01","1","2020-07-01","2020-09-21","232.00"
"300431","暴风集团","2020-07-07","3","2020-07-08","2020-09-21","212.00"
"300431","暴风退","2020-11-10","2","2020-11-10","","-8888.00"
"300432","富临精工","2016-06-15","1","2016-06-15","2016-06-22","18.00"
"300432","富临精工","2016-08-18","1","2016-08-18","2016-08-26","24.00"
"300434","金石东方","2017-01-11","1","2017-01-11","2017-01-18","20.00"
"300435","中泰股份","2019-04-24","1","2019-04-24","2019-04-25","4.00"
"300436","广生堂","2017-07-13","1","2017-07-13","2017-07-27","40.00"
"300437","清水源","2016-08-22","1","2016-08-22","2016-08-29","20.00"
"300437","清水源","2017-10-09","1","2017-10-09","2017-11-17","116.00"
"300438","鹏辉能源","2017-02-24","1","2017-02-24","2017-03-01","12.00"
"300440","运达科技","2017-02-20","1","2017-02-20","2017-08-29","524.00"
"300440","运达科技","2020-05-18","1","2020-05-18","2020-05-22","16.00"
"300441","鲍斯股份","2016-11-17","1","2016-11-17","2016-11-29","32.00"
"300441","鲍斯股份","2018-01-04","1","2018-01-04","2018-05-02","300.00"
"300442","普丽盛","2020-10-29","1","2020-10-29","2020-11-12","40.00"
"300443","金雷风电","2016-07-12","1","2016-07-12","2016-07-19","20.00"
"300444","双杰电气","2017-07-24","1","2017-07-24","2017-08-01","24.00"
"300444","双杰电气","2017-11-20","1","2017-11-20","2018-04-20","404.00"
"300447","全信股份","2016-07-13","1","2016-07-13","2016-11-07","304.00"
"300447","全信股份","2017-04-28","1","2017-04-28","2017-05-08","20.00"
"300447","全信股份","2017-10-23","1","2017-10-23","2017-11-02","32.00"
"300448","浩云科技","2017-07-10","1","2017-07-10","2017-07-13","12.00"
"300449","汉邦高科","2016-11-11","1","2016-11-11","2017-02-24","276.00"
"300449","汉邦高科","2017-07-06","1","2017-07-06","2017-07-13","20.00"
"300449","汉邦高科","2018-02-07","1","2018-02-07","2018-02-14","20.00"
"300449","汉邦高科","2018-05-21","1","2018-05-21","2018-05-28","20.00"
"300450","先导智能","2016-11-15","1","2016-11-15","2017-02-08","220.00"
"300450","先导智能","2017-06-08","1","2017-06-08","2017-06-16","24.00"
"300451","创业软件","2016-10-27","1","2016-10-27","2016-11-04","24.00"
"300451","创业软件","2017-09-27","1","2017-09-27","2017-10-09","12.00"
"300453","三鑫医疗","2017-03-13","1","2017-03-13","2017-03-27","40.00"
"300454","深信服","2018-05-16","1","2018-05-16","2018-05-16","0.50"
"300455","康拓红外","2017-11-15","1","2017-11-15","2018-05-29","516.00"
"300455","康拓红外","2018-12-26","1","2018-12-26","2019-01-02","12.00"
"300455","康拓红外","2019-08-07","1","2019-08-07","2019-08-08","4.00"
"300456","耐威科技","2016-09-23","1","2016-09-23","2016-11-11","120.00"
"300456","耐威科技","2017-10-18","1","2017-10-18","2017-10-25","20.00"
"300457","赢合科技","2016-11-25","1","2016-11-25","2016-12-05","24.00"
"300457","赢合科技","2017-02-21","1","2017-02-21","2017-02-27","16.00"
"300457","赢合科技","2017-03-13","1","2017-03-13","2017-03-15","8.00"
"300457","赢合科技","2018-03-14","1","2018-03-14","2018-03-21","20.00"
"300457","赢合科技","2019-11-05","1","2019-11-05","2019-11-12","20.00"
"300458","全志科技","2016-09-09","1","2016-09-09","2016-09-27","40.00"
"300459","金科娱乐","2016-10-25","1","2016-10-25","2017-01-25","260.00"
"300459","金科娱乐","2017-06-30","1","2017-06-30","2017-09-13","212.00"
"300459","金科文化","2017-11-10","1","2017-11-10","2017-11-17","20.00"
"300460","惠伦晶体","2017-03-20","1","2017-03-20","2017-04-05","40.00"
"300461","田中精机","2017-05-10","1","2017-05-10","2017-09-26","388.00"
"300462","华铭智能","2017-02-08","1","2017-02-08","2017-03-08","80.00"
"300462","华铭智能","2017-04-21","1","2017-04-21","2017-11-10","548.00"
"300462","华铭智能","2018-03-29","1","2018-03-29","2018-04-09","20.00"
"300462","华铭智能","2019-01-15","1","2019-01-15","2019-01-29","40.00"
"300462","华铭智能","2019-07-25","1","2019-07-25","2019-07-26","4.00"
"300463","迈克生物","2017-05-02","1","2017-05-02","2017-05-03","4.00"
"300464","星徽精密","2017-08-07","1","2017-08-07","2017-09-29","156.00"
"300464","星徽精密","2018-03-05","1","2018-03-05","2018-07-18","366.00"
"300464","星徽精密","2018-10-31","1","2018-10-31","2018-11-08","24.00"
"300465","高伟达","2016-09-14","1","2016-09-14","2016-09-26","24.00"
"300465","高伟达","2017-03-28","1","2017-03-28","2017-05-03","92.00"
"300465","高伟达","2017-05-08","1","2017-05-08","2017-05-11","12.00"
"300466","赛摩电气","2016-06-27","1","2016-06-27","2016-12-27","496.00"
"300466","赛摩电气","2017-04-20","1","2017-04-20","2017-04-28","24.00"
"300466","赛摩电气","2017-05-02","1","2017-05-02","2017-11-01","496.00"
"300466","赛摩电气","2019-04-03","1","2019-04-03","2019-04-04","4.00"
"300467","迅游科技","2017-01-09","1","2017-01-09","2017-06-26","440.00"
"300467","迅游科技","2017-09-07","1","2017-09-07","2017-09-15","24.00"
"300468","四方精创","2017-01-24","1","2017-01-24","2017-01-25","4.00"
"300469","信息发展","2017-01-19","1","2017-01-19","2017-06-14","376.00"
"300469","信息发展","2018-12-17","1","2018-12-17","2018-12-28","36.00"
"300471","厚普股份","2018-02-05","1","2018-02-05","2018-02-26","40.00"
"300472","新元科技","2017-03-20","1","2017-03-20","2017-06-23","256.00"
"300472","新元科技","2017-09-08","1","2017-09-08","2017-09-20","32.00"
"300473","德尔股份","2016-11-01","1","2016-11-01","2017-02-10","268.00"
"300474","景嘉微","2017-10-12","1","2017-10-12","2017-10-23","28.00"
"300475","聚隆科技","2017-04-05","1","2017-04-05","2017-04-18","36.00"
"300475","聚隆科技","2019-05-06","1","2019-05-06","2019-05-20","40.00"
"300475","聚隆科技","2019-08-29","1","2019-08-29","2019-09-02","8.00"
"300475","聚隆科技","2020-08-17","1","2020-08-17","2020-08-19","8.00"
"300476","胜宏科技","2017-07-27","1","2017-07-27","2017-08-03","20.00"
"300477","合纵科技","2016-09-14","1","2016-09-14","2017-01-11","308.00"
"300477","合纵科技","2017-05-25","1","2017-05-25","2017-06-05","20.00"
"300477","合纵科技","2017-09-12","1","2017-09-12","2017-09-19","20.00"
"300477","合纵科技","2018-02-02","1","2018-02-02","2018-03-02","60.00"
"300478","杭州高新","2017-03-20","1","2017-03-20","2017-08-07","380.00"
"300479","神思电子","2016-12-13","1","2016-12-13","2017-04-26","352.00"
"300479","神思电子","2017-09-21","1","2017-09-21","2017-09-28","20.00"
"300480","光力科技","2016-10-10","1","2016-10-10","2017-01-05","248.00"
"300480","光力科技","2017-05-04","1","2017-05-04","2017-05-11","20.00"
"300481","濮阳惠成","2016-09-22","1","2016-09-22","2016-09-29","20.00"
"300481","濮阳惠成","2018-01-16","1","2018-01-16","2018-01-24","24.00"
"300481","濮阳惠成","2019-01-07","1","2019-01-07","2019-01-21","40.00"
"300482","万孚生物","2017-03-16","1","2017-03-16","2017-03-22","16.00"
"300482","万孚生物","2018-03-27","1","2018-03-27","2018-04-03","20.00"
"300483","沃施股份","2017-10-09","1","2017-10-09","2018-01-08","254.00"
"300483","沃施股份","2018-05-24","1","2018-05-24","2018-05-31","20.00"
"300483","沃施股份","2018-12-05","1","2018-12-05","2018-12-06","4.00"
"300483","沃施股份","2019-03-14","1","2019-03-14","2019-03-28","40.00"
"300483","沃施股份","2019-11-20","1","2019-11-20","2019-11-21","4.00"
"300486","东杰智能","2017-01-25","1","2017-01-25","2017-08-09","520.00"
"300486","东杰智能","2018-01-18","1","2018-01-18","2018-01-25","20.00"
"300487","蓝晓科技","2018-01-22","1","2018-01-22","2018-01-26","16.00"
"300487","蓝晓科技","2018-04-04","1","2018-04-04","2018-04-13","20.00"
"300488","恒锋工具","2016-12-01","1","2016-12-01","2016-12-08","20.00"
"300489","中飞股份","2019-04-10","1","2019-04-10","2019-04-17","20.00"
"300490","华自科技","2016-12-05","1","2016-12-05","2017-06-16","512.00"
"300490","华自科技","2017-08-24","1","2017-08-24","2017-08-31","20.00"
"300490","华自科技","2018-06-01","1","2018-06-01","2018-06-08","20.00"
"300490","华自科技","2018-09-14","1","2018-09-14","2018-09-21","20.00"
"300491","通合科技","2018-03-13","1","2018-03-13","2018-07-20","352.00"
"300491","通合科技","2018-12-19","1","2018-12-19","2018-12-20","4.00"
"300492","山鼎设计","2017-06-06","1","2017-06-06","2018-02-27","716.00"
"300492","山鼎设计","2019-03-25","1","2019-03-25","2019-04-09","40.00"
"300492","山鼎设计","2019-08-13","1","2019-08-13","2019-08-20","20.00"
"300493","润欣科技","2016-07-11","1","2016-07-11","2016-07-18","20.00"
"300493","润欣科技","2018-05-17","1","2018-05-17","2018-05-23","16.00"
"300495","美尚生态","2016-08-11","1","2016-08-11","2016-08-22","28.00"
"300495","美尚生态","2016-11-25","1","2016-11-25","2016-12-02","20.00"
"300495","美尚生态","2018-02-02","1","2018-02-02","2018-02-23","40.00"
"300495","美尚生态","2018-06-07","1","2018-06-07","2018-06-08","4.00"
"300496","中科创达","2016-10-11","1","2016-10-11","2017-01-06","248.00"
"300500","启迪设计","2017-04-17","1","2017-04-17","2017-07-12","236.00"
"300500","启迪设计","2017-12-07","1","2017-12-07","2017-12-14","20.00"
"300500","启迪设计","2018-04-16","1","2018-04-16","2018-04-17","4.00"
"300502","新易盛","2016-06-30","1","2016-06-30","2016-07-04","8.00"
"300503","昊志机电","2016-06-30","1","2016-06-30","2016-07-05","12.00"
"300503","昊志机电","2017-09-04","1","2017-09-04","2017-09-06","8.00"
"300504","天邑股份","2018-03-30","1","2018-03-30","2018-03-30","0.50"
"300505","川金诺","2017-12-08","1","2017-12-08","2017-12-15","20.00"
"300506","名家汇","2018-04-19","1","2018-04-19","2018-04-24","12.00"
"300506","名家汇","2019-05-15","1","2019-05-15","2019-05-27","32.00"
"300507","苏奥传感","2016-06-30","1","2016-06-30","2016-07-05","12.00"
"300508","维宏股份","2016-06-30","1","2016-06-30","2016-07-06","16.00"
"300509","新美星","2017-11-29","1","2017-11-29","2017-12-05","16.00"
"300510","金冠电气","2016-09-14","1","2016-09-14","2016-12-14","232.00"
"300510","金冠电气","2017-03-10","1","2017-03-10","2017-07-11","328.00"
"300510","金冠电气","2017-08-22","1","2017-08-22","2017-09-01","32.00"
"300510","金冠电气","2017-12-21","1","2017-12-21","2017-12-28","20.00"
"300510","金冠电气","2018-05-23","1","2018-05-23","2018-05-29","16.00"
"300510","金冠电气","2018-06-19","1","2018-06-19","2018-12-03","452.00"
"300513","恒泰实达","2016-10-31","1","2016-10-31","2017-02-24","312.00"
"300513","恒泰实达","2017-06-09","1","2017-06-09","2017-06-23","40.00"
"300513","恒泰实达","2017-08-24","1","2017-08-24","2017-09-01","24.00"
"300515","三德科技","2016-06-08","1","2016-06-08","2016-06-08","0.50"
"300515","三德科技","2016-07-07","1","2016-07-07","2016-07-11","8.00"
"300516","久之洋","2016-06-02","1","2016-06-02","2016-06-02","0.50"
"300518","盛讯达","2016-06-24","1","2016-06-24","2016-06-24","0.50"
"300518","盛讯达","2016-12-13","1","2016-12-13","2017-07-10","552.00"
"300519","新光药业","2016-06-24","1","2016-06-24","2016-06-24","0.50"
"300519","新光药业","2018-05-10","1","2018-05-10","2018-05-17","20.00"
"300520","科大国创","2016-07-08","1","2016-07-08","2016-07-08","0.50"
"300520","科大国创","2018-07-24","1","2018-07-24","2018-08-07","40.00"
"300520","科大国创","2018-11-27","1","2018-11-27","2018-11-28","4.00"
"300521","爱司凯","2016-07-05","1","2016-07-05","2016-07-05","0.52"
"300521","爱司凯","2020-05-06","1","2020-05-06","2020-05-20","40.00"
"300522","世名科技","2016-07-05","1","2016-07-05","2016-07-05","0.50"
"300522","世名科技","2018-02-07","1","2018-02-07","2018-02-14","20.00"
"300523","辰安科技","2016-07-26","1","2016-07-26","2016-07-26","0.50"
"300523","辰安科技","2017-10-20","1","2017-10-20","2018-02-06","304.00"
"300523","辰安科技","2018-10-18","1","2018-10-18","2018-10-26","24.00"
"300525","博思软件","2016-07-26","1","2016-07-26","2016-07-26","0.50"
"300525","博思软件","2018-09-10","1","2018-09-10","2018-09-25","40.00"
"300525","博思软件","2020-06-02","1","2020-06-02","2020-06-16","40.00"
"300526","中潜股份","2016-09-05","1","2016-09-05","2016-10-18","96.00"
"300526","中潜股份","2016-12-07","1","2016-12-07","2017-05-25","448.00"
"300526","中潜股份","2020-09-28","1","2020-09-28","2020-10-21","44.00"
"300527","华舟应急","2016-08-05","1","2016-08-05","2016-08-05","0.50"
"300527","华舟应急","2018-03-05","1","2018-03-05","2018-03-07","8.00"
"300529","健帆生物","2016-08-02","1","2016-08-02","2016-08-02","0.50"
"300530","达志科技","2019-09-09","1","2019-09-09","2019-09-17","20.00"
"300531","优博讯","2018-12-11","1","2018-12-11","2018-12-17","16.00"
"300531","优博讯","2019-09-26","1","2019-09-26","2019-09-27","4.00"
"300532","今天国际","2016-08-18","1","2016-08-18","2016-08-18","0.50"
"300532","今天国际","2018-10-24","1","2018-10-24","2018-10-24","2.00"
"300534","陇神戎发","2016-09-13","1","2016-09-13","2016-09-13","0.50"
"300535","达威股份","2016-08-12","1","2016-08-12","2016-08-12","0.50"
"300535","达威股份","2016-12-12","1","2016-12-12","2017-03-31","292.00"
"300536","农尚环境","2016-09-20","1","2016-09-20","2016-09-20","0.50"
"300537","广信材料","2016-08-30","1","2016-08-30","2016-08-30","0.50"
"300537","广信材料","2016-10-12","1","2016-10-12","2017-01-13","264.00"
"300537","广信材料","2017-04-13","1","2017-04-13","2017-04-24","28.00"
"300537","广信材料","2017-08-16","1","2017-08-16","2017-08-23","20.00"
"300539","横河模具","2016-08-30","1","2016-08-30","2016-08-30","0.50"
"300539","横河模具","2020-04-21","1","2020-04-21","2020-04-22","4.00"
"300540","深冷股份","2018-05-25","1","2018-05-25","2018-06-01","20.00"
"300540","深冷股份","2020-07-28","1","2020-07-28","2020-08-04","20.00"
"300541","先进数通","2016-09-13","1","2016-09-13","2016-09-13","0.50"
"300542","新晨科技","2016-09-20","1","2016-09-20","2016-09-20","0.50"
"300543","朗科智能","2017-03-27","1","2017-03-27","2017-07-12","288.00"
"300543","朗科智能","2018-01-15","1","2018-01-15","2018-01-29","40.00"
"300545","联得装备","2016-09-28","1","2016-09-28","2016-09-28","0.50"
"300546","雄帝科技","2016-09-28","1","2016-09-28","2016-09-28","0.50"
"300548","博创科技","2016-10-12","1","2016-10-12","2016-10-12","0.50"
"300551","古鳌科技","2019-08-20","1","2019-08-20","2019-08-30","32.00"
"300552","万集科技","2016-10-21","1","2016-10-21","2016-10-21","0.50"
"300553","集智股份","2016-10-21","1","2016-10-21","2016-10-21","0.50"
"300554","三超新材","2017-04-21","1","2017-04-21","2017-04-21","0.50"
"300555","路通视信","2016-10-18","1","2016-10-18","2016-10-18","0.50"
"300556","丝路视觉","2016-11-04","1","2016-11-04","2016-11-04","0.50"
"300557","理工光科","2016-11-01","1","2016-11-01","2016-11-01","0.50"
"300561","汇金科技","2016-11-17","1","2016-11-17","2016-11-17","0.50"
"300561","汇金科技","2018-05-25","1","2018-05-25","2018-07-25","168.00"
"300561","汇金科技","2019-04-09","1","2019-04-09","2019-04-23","40.00"
"300561","汇金科技","2019-10-25","1","2019-10-25","2019-10-28","4.00"
"300561","汇金科技","2020-06-29","1","2020-06-29","2020-07-13","40.00"
"300562","乐心医疗","2016-11-16","1","2016-11-16","2016-11-16","0.50"
"300562","乐心医疗","2018-03-20","1","2018-03-20","2018-03-26","14.00"
"300563","神宇股份","2016-11-14","1","2016-11-14","2016-11-14","0.50"
"300564","筑博设计","2019-11-08","1","2019-11-08","2019-11-08","0.50"
"300565","科信技术","2016-11-22","1","2016-11-22","2016-11-22","0.50"
"300566","激智科技","2016-11-15","1","2016-11-15","2016-11-15","0.50"
"300566","激智科技","2018-02-05","1","2018-02-05","2018-02-26","40.00"
"300567","精测电子","2016-11-22","1","2016-11-22","2016-11-22","0.50"
"300568","星源材质","2016-12-01","1","2016-12-01","2016-12-01","0.50"
"300569","天能重工","2016-11-25","1","2016-11-25","2016-11-25","0.50"
"300569","天能重工","2020-11-02","1","2020-11-02","2020-11-09","20.00"
"300570","太辰光","2016-12-06","1","2016-12-06","2016-12-06","0.50"
"300571","平治信息","2016-12-13","1","2016-12-13","2016-12-13","0.50"
"300571","平治信息","2020-01-10","1","2020-01-10","2020-01-17","18.00"
"300571","平治信息","2020-06-01","1","2020-06-01","2020-06-02","4.00"
"300573","兴齐眼药","2016-12-08","1","2016-12-08","2016-12-08","0.50"
"300575","中旗股份","2016-12-20","1","2016-12-20","2016-12-20","0.50"
"300576","容大感光","2016-12-20","1","2016-12-20","2016-12-20","0.50"
"300576","容大感光","2019-07-01","1","2019-07-01","2019-07-15","40.00"
"300577","开润股份","2016-12-21","1","2016-12-21","2016-12-21","0.50"
"300578","会畅通讯","2017-01-25","1","2017-01-25","2017-01-25","0.50"
"300578","会畅通讯","2018-01-22","1","2018-01-22","2018-05-16","292.00"
"300578","会畅通讯","2018-12-05","1","2018-12-05","2018-12-06","4.00"
"300579","数字认证","2016-12-23","1","2016-12-23","2016-12-23","0.50"
"300580","贝斯特","2017-01-11","1","2017-01-11","2017-01-11","0.50"
"300580","贝斯特","2017-09-15","1","2017-09-15","2018-03-01","432.00"
"300582","英飞特","2016-12-28","1","2016-12-28","2016-12-28","0.50"
"300582","英飞特","2017-06-05","1","2017-06-05","2017-08-02","168.00"
"300583","赛托生物","2017-01-06","1","2017-01-06","2017-01-06","0.50"
"300584","海辰药业","2017-01-12","1","2017-01-12","2017-01-12","0.50"
"300585","奥联电子","2017-10-13","1","2017-10-13","2017-10-23","24.00"
"300586","美联新材","2017-01-04","1","2017-01-04","2017-01-04","0.50"
"300586","美联新材","2018-03-05","1","2018-03-05","2018-07-18","368.00"
"300588","熙菱信息","2017-01-05","1","2017-01-05","2017-01-05","0.50"
"300590","移为通信","2017-01-11","1","2017-01-11","2017-01-11","0.50"
"300590","移为通信","2017-07-10","1","2017-07-10","2017-12-08","416.00"
"300591","万里马","2017-01-10","1","2017-01-10","2017-01-10","0.50"
"300592","华凯创意","2017-01-20","1","2017-01-20","2017-01-20","0.50"
"300592","华凯创意","2019-06-03","1","2019-06-03","2019-06-18","40.00"
"300592","华凯创意","2020-01-16","1","2020-01-16","2020-01-17","4.00"
"300592","华凯创意","2020-03-05","1","2020-03-05","2020-03-19","40.00"
"300593","新雷能","2017-01-13","1","2017-01-13","2017-01-13","0.50"
"300593","新雷能","2018-01-22","1","2018-01-22","2018-03-27","164.00"
"300595","欧普康视","2017-01-17","1","2017-01-17","2017-01-17","0.50"
"300596","利安隆","2017-01-19","1","2017-01-19","2017-01-19","0.50"
"300596","利安隆","2017-01-25","1","2017-01-25","2017-01-25","2.00"
"300596","利安隆","2019-04-26","1","2019-04-26","2019-04-29","4.00"
"300596","利安隆","2020-12-07","1","2020-12-07","","-9666.00"
"300597","吉大通信","2017-01-23","1","2017-01-23","2017-01-23","0.50"
"300597","吉大通信","2017-10-09","1","2017-10-09","2017-10-16","20.00"
"300598","诚迈科技","2018-03-28","1","2018-03-28","2018-04-04","20.00"
"300599","雄塑科技","2017-01-23","1","2017-01-23","2017-01-23","0.50"
"300602","飞荣达","2017-01-26","1","2017-01-26","2017-01-26","0.50"
"300603","立昂技术","2017-01-26","1","2017-01-26","2017-01-26","0.50"
"300603","立昂技术","2017-07-03","1","2017-07-03","2017-10-27","316.00"
"300603","立昂技术","2018-05-02","1","2018-05-02","2018-08-24","324.00"
"300603","立昂技术","2018-11-29","1","2018-11-29","2018-11-30","4.00"
"300604","长川科技","2017-04-17","1","2017-04-17","2017-04-17","0.50"
"300604","长川科技","2019-04-03","1","2019-04-03","2019-04-04","4.00"
"300605","恒锋信息","2017-02-08","1","2017-02-08","2017-02-08","0.50"
"300606","金太阳","2017-02-08","1","2017-02-08","2017-02-08","0.50"
"300607","拓斯达","2018-02-05","1","2018-02-05","2018-02-23","36.00"
"300607","拓斯达","2019-11-13","1","2019-11-13","2019-11-18","12.00"
"300608","思特奇","2017-02-13","1","2017-02-13","2017-02-13","0.50"
"300609","汇纳科技","2017-02-15","1","2017-02-15","2017-02-15","0.50"
"300611","美力科技","2017-02-20","1","2017-02-20","2017-02-20","0.50"
"300612","宣亚国际","2017-02-15","1","2017-02-15","2017-02-15","0.50"
"300612","宣亚国际","2017-04-11","1","2017-04-11","2017-12-18","684.00"
"300613","富瀚微","2017-02-20","1","2017-02-20","2017-02-20","0.50"
"300615","欣天科技","2017-02-15","1","2017-02-15","2017-02-15","0.50"
"300616","尚品宅配","2017-03-07","1","2017-03-07","2017-03-07","0.50"
"300617","安靠智电","2017-02-28","1","2017-02-28","2017-02-28","0.50"
"300618","寒锐钴业","2017-03-06","1","2017-03-06","2017-03-06","0.50"
"300618","寒锐钴业","2017-09-01","1","2017-09-01","2017-09-05","8.00"
"300619","金银河","2017-03-01","1","2017-03-01","2017-03-01","0.50"
"300620","光库科技","2017-03-10","1","2017-03-10","2017-03-10","0.50"
"300621","维业股份","2017-03-16","1","2017-03-16","2017-03-16","0.50"
"300622","博士眼镜","2017-03-15","1","2017-03-15","2017-03-15","0.50"
"300623","捷捷微电","2017-03-14","1","2017-03-14","2017-03-14","0.50"
"300624","万兴科技","2018-03-09","1","2018-03-09","2018-03-16","20.00"
"300624","万兴科技","2018-03-27","1","2018-03-27","2018-04-04","22.00"
"300625","三雄极光","2017-03-17","1","2017-03-17","2017-03-17","0.50"
"300626","华瑞股份","2017-03-20","1","2017-03-20","2017-03-20","0.50"
"300627","华测导航","2017-03-21","1","2017-03-21","2017-03-21","0.50"
"300628","亿联网络","2017-03-17","1","2017-03-17","2017-03-17","0.50"
"300629","新劲刚","2017-03-24","1","2017-03-24","2017-03-24","0.50"
"300629","新劲刚","2017-10-09","1","2017-10-09","2017-10-23","40.00"
"300629","新劲刚","2017-12-18","1","2017-12-18","2018-01-18","88.00"
"300629","新劲刚","2019-01-23","1","2019-01-23","2019-02-13","40.00"
"300629","新劲刚","2019-07-11","1","2019-07-11","2019-07-12","4.00"
"300630","普利制药","2017-03-28","1","2017-03-28","2017-03-28","0.50"
"300631","久吾高科","2017-03-23","1","2017-03-23","2017-03-23","0.50"
"300632","光莆股份","2017-04-06","1","2017-04-06","2017-04-06","0.50"
"300633","开立医疗","2017-04-06","1","2017-04-06","2017-04-06","0.50"
"300635","达安股份","2017-09-12","1","2017-09-12","2017-09-19","20.00"
"300636","同和药业","2017-03-31","1","2017-03-31","2017-03-31","0.50"
"300636","同和药业","2017-09-04","1","2017-09-04","2017-09-05","4.00"
"300637","扬帆新材","2017-04-12","1","2017-04-12","2017-04-12","0.50"
"300638","广和通","2017-04-13","1","2017-04-13","2017-04-13","0.50"
"300639","凯普生物","2017-04-12","1","2017-04-12","2017-04-12","0.50"
"300640","德艺文创","2017-04-17","1","2017-04-17","2017-04-17","0.50"
"300640","德艺文创","2018-02-26","1","2018-02-26","2018-03-23","76.00"
"300641","正丹股份","2017-04-18","1","2017-04-18","2017-04-18","0.50"
"300643","万通智控","2017-05-05","1","2017-05-05","2017-05-05","0.50"
"300644","南京聚隆","2018-02-06","1","2018-02-06","2018-02-06","0.50"
"300644","南京聚隆","2018-05-24","1","2018-05-24","2018-05-29","12.00"
"300645","正元智慧","2020-07-10","1","2020-07-10","2020-07-21","28.00"
"300645","正元智慧","2020-10-23","1","2020-10-23","2020-10-28","12.00"
"300647","超频三","2017-05-03","1","2017-05-03","2017-05-03","0.50"
"300647","超频三","2018-04-13","1","2018-04-13","2018-05-31","128.00"
"300647","超频三","2018-06-11","1","2018-06-11","2018-06-19","20.00"
"300647","超频三","2018-08-23","1","2018-08-23","2018-08-30","20.00"
"300648","星云股份","2017-04-25","1","2017-04-25","2017-04-25","0.50"
"300649","杭州园林","2017-09-12","1","2017-09-12","2017-09-19","20.00"
"300651","金陵体育","2017-05-09","1","2017-05-09","2017-05-09","0.50"
"300654","世纪天鸿","2017-09-26","1","2017-09-26","2017-09-26","0.50"
"300655","晶瑞股份","2017-05-23","1","2017-05-23","2017-05-23","0.50"
"300655","晶瑞股份","2019-07-09","1","2019-07-09","2019-07-17","24.00"
"300655","晶瑞股份","2019-12-17","1","2019-12-17","2019-12-18","4.00"
