"Stkcd","Stknme","Annctime","Type","Suspdate","Resmdate","Timeperd"
"000711","京蓝科技","2016-07-20","1","2016-07-20","2016-07-27","20.00"
"000711","京蓝科技","2016-10-19","1","2016-10-19","2017-03-13","385.72"
"000711","京蓝科技","2017-04-06","1","2017-04-06","2017-04-17","28.00"
"000711","京蓝科技","2017-05-25","1","2017-05-25","2017-06-02","16.00"
"000711","京蓝科技","2018-03-26","1","2018-03-26","2018-10-22","556.00"
"000711","京蓝科技","2018-12-06","1","2018-12-06","2018-12-07","4.00"
"000712","锦龙股份","2017-06-09","1","2017-06-09","2017-06-12","4.00"
"000712","锦龙股份","2017-12-12","1","2017-12-12","2017-12-14","8.00"
"000713","丰乐种业","2018-04-18","1","2018-04-18","2018-06-01","120.00"
"000713","丰乐种业","2018-10-25","1","2018-10-25","2018-11-02","24.00"
"000715","中兴商业","2019-03-01","1","2019-03-01","2019-03-08","20.00"
"000715","中兴商业","2019-05-13","1","2019-05-13","2019-05-15","8.00"
"000715","中兴商业","2019-06-25","1","2019-06-25","2019-07-01","16.00"
"000716","黑芝麻","2017-01-03","1","2017-01-03","2017-08-15","600.00"
"000716","黑芝麻","2017-11-10","1","2017-11-10","2017-11-17","20.00"
"000717","*ST 韶钢","2017-03-31","1","2017-03-31","2017-04-05","4.00"
"000718","苏宁环球","2016-12-21","1","2016-12-21","2016-12-28","20.00"
"000719","大地传媒","2016-09-20","1","2016-09-20","2016-12-08","206.00"
"000720","新能泰山","2017-06-02","1","2017-06-02","2017-06-09","20.00"
"000720","新能泰山","2017-08-22","1","2017-08-22","2017-10-26","168.00"
"000720","新能泰山","2018-04-20","1","2018-04-20","2018-04-23","4.00"
"000720","*ST 新能","2019-04-25","1","2019-04-25","2019-04-26","4.00"
"000721","西安饮食","2017-06-19","1","2017-06-19","2017-06-30","36.00"
"000723","美锦能源","2017-02-20","1","2017-02-20","2017-05-18","240.00"
"000723","美锦能源","2017-11-07","1","2017-11-07","2017-11-10","12.00"
"000723","美锦能源","2018-03-27","1","2018-03-27","2018-07-31","340.00"
"000728","国元证券","2016-06-08","1","2016-06-08","2016-07-08","80.00"
"000728","国元证券","2020-10-14","1","2020-10-14","2020-10-22","24.00"
"000732","泰禾集团","2017-12-26","1","2017-12-26","2017-12-27","4.00"
"000732","泰禾集团","2018-01-08","1","2018-01-08","2018-01-15","18.00"
"000732","泰禾集团","2020-04-28","1","2020-04-28","2020-05-14","36.00"
"000733","振华科技","2017-03-13","1","2017-03-13","2017-04-13","84.00"
"000735","罗牛山","2017-02-15","1","2017-02-15","2017-02-23","24.00"
"000735","罗牛山","2018-05-24","1","2018-05-24","2018-05-28","8.00"
"000736","中房地产","2016-07-25","1","2016-07-25","2016-08-05","34.00"
"000748","长城信息","2016-07-29","1","2016-07-29","2016-08-05","20.00"
"000748","长城信息","2016-11-01","1","2016-11-01","","-9666.00"
"000748","长城信息","2017-01-13","2","2017-01-18","","-8888.00"
"000750","国海证券","2016-06-15","1","2016-06-15","2016-06-24","28.00"
"000750","国海证券","2016-12-15","1","2016-12-15","2017-01-20","100.00"
"000750","国海证券","2020-01-06","1","2020-01-06","2020-01-14","24.00"
"000755","山西三维","2017-03-28","1","2017-03-28","2017-03-29","4.00"
"000755","*ST 三维","2017-04-05","1","2017-04-05","2017-10-09","500.00"
"000755","*ST 三维","2017-11-21","1","2017-11-21","2017-12-13","64.00"
"000755","*ST 三维","2018-06-07","1","2018-06-07","2018-06-27","52.00"
"000755","*ST 三维","2018-11-13","1","2018-11-13","2018-11-14","4.00"
"000755","山西路桥","2020-08-11","1","2020-08-11","2020-08-25","40.00"
"000756","新华制药","2018-01-25","1","2018-01-25","2018-02-14","56.00"
"000757","浩物股份","2017-10-24","1","2017-10-24","2018-05-23","564.00"
"000757","浩物股份","2018-10-11","1","2018-10-11","2018-10-19","24.00"
"000757","浩物股份","2018-12-27","1","2018-12-27","2018-12-28","4.00"
"000758","中色股份","2019-09-30","1","2019-09-30","2019-10-21","40.00"
"000761","本钢板材","2016-09-20","1","2016-09-20","2016-09-21","4.00"
"000766","通化金马","2017-07-21","1","2017-07-21","2017-10-23","244.00"
"000766","通化金马","2017-11-24","1","2017-11-24","2018-06-21","552.00"
"000766","通化金马","2018-12-19","1","2018-12-19","2018-12-20","4.00"
"000766","通化金马","2019-07-16","1","2019-07-16","2019-07-23","20.00"
"000779","三毛派神","2016-12-19","1","2016-12-19","2016-12-21","8.00"
"000779","三毛派神","2018-03-21","1","2018-03-21","2018-08-21","416.00"
"000779","三毛派神","2018-12-03","1","2018-12-03","2018-12-04","4.00"
"000782","美达股份","2017-01-03","1","2017-01-03","2017-01-17","40.00"
"000782","美达股份","2017-10-23","1","2017-10-23","2017-10-30","20.00"
"000785","武汉中商","2019-01-10","1","2019-01-10","2019-01-24","40.00"
"000785","武汉中商","2019-10-17","1","2019-10-17","2019-10-18","4.00"
"000786","北新建材","2016-09-01","1","2016-09-01","2016-09-08","20.00"
"000786","北新建材","2017-09-07","1","2017-09-07","2017-09-11","8.00"
"000790","泰合健康","2017-10-09","1","2017-10-09","2017-12-15","196.00"
"000790","泰合健康","2017-12-26","1","2017-12-26","2018-01-03","20.00"
"000790","泰合健康","2018-05-21","1","2018-05-21","2018-05-28","20.00"
"000793","华闻传媒","2018-02-01","1","2018-02-01","2018-07-16","428.00"
"000796","凯撒旅游","2018-01-19","1","2018-01-19","2018-07-19","476.00"
"000797","中国武夷","2016-06-27","1","2016-06-27","2016-06-28","4.00"
"000797","中国武夷","2016-11-14","1","2016-11-14","2016-11-21","20.00"
"000797","中国武夷","2017-09-19","1","2017-09-19","2017-09-26","20.00"
"000800","一汽轿车","2019-03-28","1","2019-03-28","2019-04-12","40.00"
"000800","一汽轿车","2020-02-18","1","2020-02-18","2020-02-19","4.00"
"000802","北京文化","2016-06-01","1","2016-06-01","2016-08-22","224.00"
"000807","云铝股份","2017-01-18","1","2017-01-18","2017-02-17","68.00"
"000807","云铝股份","2018-01-18","1","2018-01-18","2018-02-01","40.00"
"000809","铁岭新城","2017-04-25","1","2017-04-25","2017-04-26","4.00"
"000809","*ST 新城","2018-06-08","1","2018-06-08","2018-06-11","4.00"
"000812","陕西金叶","2016-08-11","1","2016-08-11","2016-11-21","260.00"
"000812","陕西金叶","2017-04-18","1","2017-04-18","2017-05-09","56.00"
"000812","陕西金叶","2017-07-06","1","2017-07-06","2017-07-13","20.00"
"000812","陕西金叶","2017-12-07","1","2017-12-07","2018-06-05","472.00"
"000813","天山纺织","2016-07-13","1","2016-07-13","2016-07-25","32.00"
"000813","德展健康","2020-11-16","1","2020-11-16","2020-11-18","8.00"
"000816","智慧农业","2017-10-23","1","2017-10-23","2017-11-06","40.00"
"000816","智慧农业","2018-04-26","1","2018-04-26","2018-04-27","4.00"
"000816","*ST 慧业","2019-07-09","1","2019-07-09","2019-07-10","4.00"
"000816","ST 慧业","2020-10-26","1","2020-10-26","2020-10-27","4.00"
"000818","方大化工","2016-10-27","1","2016-10-27","2016-11-04","24.00"
"000818","方大化工","2016-12-29","1","2016-12-29","2016-12-30","4.00"
"000818","方大化工","2017-06-12","1","2017-06-12","2017-06-15","12.00"
"000818","航锦科技","2019-06-03","1","2019-06-03","2019-06-18","40.00"
"000818","航锦科技","2019-07-08","1","2019-07-08","2019-07-10","8.00"
"000818","航锦科技","2020-09-11","1","2020-09-11","2020-09-18","20.00"
"000821","京山轻机","2016-07-11","1","2016-07-11","2016-07-22","36.00"
"000821","京山轻机","2016-12-05","1","2016-12-05","2017-06-20","520.00"
"000821","京山轻机","2017-11-23","1","2017-11-23","2017-12-01","24.00"
"000825","太钢不锈","2018-04-16","1","2018-04-16","2018-09-17","428.00"
"000825","太钢不锈","2020-08-21","1","2020-08-21","2020-08-24","4.00"
"000826","启迪桑德","2018-04-16","1","2018-04-16","2018-05-08","56.00"
"000829","天音控股","2016-09-29","1","2016-09-29","2017-04-12","504.00"
"000829","天音控股","2017-08-17","1","2017-08-17","2017-08-24","20.00"
"000831","*ST 五稀","2017-05-02","1","2017-05-02","2017-05-03","4.00"
"000836","鑫茂科技","2017-05-24","1","2017-05-24","2017-11-24","500.00"
"000836","鑫茂科技","2017-12-01","1","2017-12-01","2017-12-05","8.00"
"000838","财信发展","2017-05-02","1","2017-05-02","2017-09-29","424.00"
"000851","高鸿股份","2016-09-29","1","2016-09-29","2016-10-12","16.00"
"000856","*ST 冀装","2017-04-06","1","2017-04-06","2017-04-07","4.00"
"000856","冀东装备","2017-04-13","1","2017-04-13","2017-04-17","8.00"
"000859","国风塑业","2016-11-16","1","2016-11-16","2016-11-29","36.00"
"000862","银星能源","2017-03-13","1","2017-03-13","2017-10-12","572.00"
"000862","银星能源","2019-06-04","1","2019-06-04","2019-06-19","40.00"
"000863","三湘印象","2017-12-11","1","2017-12-11","2017-12-14","12.00"
"000876","新希望","2016-11-17","1","2016-11-17","2016-11-25","24.00"
"000877","天山股份","2016-06-13","1","2016-06-13","2016-06-27","40.00"
"000877","天山股份","2016-09-14","1","2016-09-14","2016-09-29","36.00"
"000877","天山股份","2017-09-07","1","2017-09-07","2017-09-11","8.00"
"000877","天山股份","2020-07-27","1","2020-07-27","2020-08-10","40.00"
"000878","云南铜业","2016-10-18","1","2016-10-18","2016-10-31","36.00"
"000878","云南铜业","2018-01-18","1","2018-01-18","2018-02-01","40.00"
"000881","大连国际","2016-07-21","1","2016-07-21","2016-07-29","24.00"
"000882","华联股份","2016-11-24","1","2016-11-24","2016-12-01","20.00"
"000885","同力水泥","2017-01-25","1","2017-01-25","2017-02-06","12.00"
"000885","同力水泥","2017-05-08","1","2017-05-08","2017-07-20","204.00"
"000885","城发环境","2020-08-05","1","2020-08-05","2020-08-13","24.00"
"000887","中鼎股份","2016-11-18","1","2016-11-18","2017-02-15","228.00"
"000887","中鼎股份","2017-04-27","1","2017-04-27","2017-07-14","212.00"
"000889","茂业通信","2017-01-06","1","2017-01-06","2017-01-10","8.00"
"000889","茂业通信","2017-04-14","1","2017-04-14","2017-11-01","540.00"
"000889","茂业通信","2018-07-06","1","2018-07-06","2018-07-16","24.00"
"000892","星美联合","2016-07-13","1","2016-07-13","2016-07-22","28.00"
"000892","欢瑞世纪","2017-07-18","1","2017-07-18","2017-08-08","60.00"
"000893","东凌国际","2017-05-31","1","2017-05-31","2017-06-07","20.00"
"000893","东凌国际","2018-05-02","1","2018-05-02","2018-05-03","4.00"
"000893","*ST 东凌","2019-09-30","1","2019-09-30","2019-10-08","4.00"
"000893","亚钾国际","2020-12-03","1","2020-12-03","2020-12-09","16.00"
"000895","双汇发展","2019-01-21","1","2019-01-21","2019-01-28","20.00"
"000895","双汇发展","2019-07-11","1","2019-07-11","2019-07-12","4.00"
"000895","双汇发展","2019-08-13","1","2019-08-13","2019-08-26","36.00"
"000897","津滨发展","2019-03-20","1","2019-03-20","2019-03-21","4.00"
"000897","*ST 津滨","2020-06-04","1","2020-06-04","2020-06-05","4.00"
"000898","鞍钢股份","2016-09-20","1","2016-09-20","2016-09-21","4.00"
"000899","赣能股份","2016-11-24","1","2016-11-24","2016-11-25","2.00"
"000900","现代投资","2017-10-27","1","2017-10-27","2018-05-30","572.00"
"000901","航天科技","2016-07-20","1","2016-07-20","2016-07-27","20.00"
"000901","航天科技","2020-02-27","1","2020-02-27","2020-03-06","24.00"
"000903","云内动力","2016-12-22","1","2016-12-22","2017-03-23","236.00"
"000903","云内动力","2017-07-13","1","2017-07-13","2017-07-21","24.00"
"000903","云内动力","2017-11-20","1","2017-11-20","2017-12-15","76.00"
"000905","厦门港务","2017-08-15","1","2017-08-15","2017-08-28","36.00"
"000906","浙商中拓","2017-11-10","1","2017-11-10","2017-11-14","8.00"
"000906","浙商中拓","2019-10-14","1","2019-10-14","2019-10-28","40.00"
"000906","浙商中拓","2020-06-15","1","2020-06-15","2020-06-22","20.00"
"000909","数源科技","2019-04-03","1","2019-04-03","2019-04-17","36.00"
"000909","数源科技","2020-06-12","1","2020-06-12","2020-06-15","4.00"
"000911","南宁糖业","2016-09-12","1","2016-09-12","2016-09-13","4.00"
"000911","南宁糖业","2017-12-11","1","2017-12-11","2017-12-15","16.00"
"000911","南宁糖业","2019-04-03","1","2019-04-03","2019-04-04","4.00"
"000911","*ST 南糖","2020-06-09","1","2020-06-09","2020-06-10","4.00"
"000911","ST 南糖","2020-09-03","1","2020-09-03","2020-09-04","4.00"
"000912","泸天化","2016-10-10","1","2016-10-10","2016-10-24","40.00"
"000912","泸天化","2016-10-28","1","2016-10-28","2016-11-03","16.00"
"000912","泸天化","2016-12-12","1","2016-12-12","2017-04-11","312.00"
"000912","泸天化","2017-06-06","1","2017-06-06","2017-06-08","8.00"
"000912","泸天化","2017-12-14","1","2017-12-14","2017-12-15","4.00"
"000912","*ST 天化","2018-01-15","1","2018-01-15","2018-12-20","908.00"
"000912","*ST 天化","2019-04-12","1","2019-04-12","2019-04-15","4.00"
"000913","*ST 钱江","2017-05-12","1","2017-05-12","2017-05-15","4.00"
"000916","华北高速","2016-06-24","1","2016-06-24","2017-06-28","980.00"
"000916","华北高速","2017-10-12","1","2017-10-12","2017-10-23","28.00"
"000916","华北高速","2017-12-05","1","2017-12-05","","-9666.00"
"000916","华北高速","2017-12-21","2","2017-12-25","","-8888.00"
"000918","嘉凯城","2016-07-21","1","2016-07-21","2016-07-26","12.00"
"000922","佳电股份","2017-03-20","1","2017-03-20","2017-03-21","4.00"
"000922","*ST 佳电","2017-03-28","1","2017-03-28","2017-04-13","40.00"
"000922","*ST 佳电","2018-11-26","1","2018-11-26","2018-11-27","4.00"
"000923","河北宣工","2016-11-08","1","2016-11-08","2016-11-14","16.00"
"000923","河北宣工","2017-04-13","1","2017-04-13","2017-04-17","8.00"
"000923","河北宣工","2017-04-20","1","2017-04-20","2017-04-28","24.00"
"000925","众合科技","2017-01-05","1","2017-01-05","2017-01-12","20.00"
"000926","福星股份","2016-09-21","1","2016-09-21","2016-09-26","12.00"
"000926","福星股份","2017-02-20","1","2017-02-20","2017-02-23","12.00"
"000926","福星股份","2017-11-06","1","2017-11-06","2017-11-20","40.00"
"000926","福星股份","2017-12-26","1","2017-12-26","2018-01-10","40.00"
"000928","中钢国际","2017-09-12","1","2017-09-12","2017-09-21","28.00"
"000930","中粮生化","2016-09-02","1","2016-09-02","2016-09-05","4.00"
"000930","中粮生化","2017-10-24","1","2017-10-24","2018-05-14","536.00"
"000930","中粮生化","2018-09-19","1","2018-09-19","2018-09-27","20.00"
"000931","中关村","2018-10-09","1","2018-10-09","2018-10-12","12.00"
"000932","华菱钢铁","2017-01-05","1","2017-01-05","2017-01-12","20.00"
"000932","华菱钢铁","2017-05-02","1","2017-05-02","2017-05-03","4.00"
"000932","*ST 华菱","2017-06-15","1","2017-06-15","2017-07-10","68.00"
"000932","*ST 华菱","2018-03-08","1","2018-03-08","2018-03-09","4.00"
"000932","华菱钢铁","2018-12-03","1","2018-12-03","2018-12-10","20.00"
"000932","华菱钢铁","2019-08-14","1","2019-08-14","2019-08-15","4.00"
"000933","*ST 神火","2017-04-28","1","2017-04-28","2017-05-02","4.00"
"000933","神火股份","2017-05-16","1","2017-05-16","2017-05-17","4.00"
"000935","四川双马","2016-07-07","1","2016-07-07","2016-08-22","128.00"
"000935","四川双马","2016-09-14","1","2016-09-14","2016-09-22","16.00"
"000935","四川双马","2016-10-11","1","2016-10-11","2016-10-17","16.00"
"000935","四川双马","2016-10-25","1","2016-10-25","2016-10-31","16.00"
"000935","四川双马","2017-01-17","1","2017-01-17","2017-09-12","640.00"
"000935","四川双马","2017-12-07","1","2017-12-07","2017-12-26","52.00"
"000938","紫光股份","2017-03-07","1","2017-03-07","2017-04-20","120.00"
"000938","紫光股份","2018-10-19","1","2018-10-19","2018-10-26","20.00"
"000939","凯迪生态","2016-07-04","1","2016-07-04","2016-07-06","8.00"
"000939","凯迪生态","2017-11-16","1","2017-11-16","2018-06-29","600.00"
"000939","凯迪生态","2018-06-29","1","2018-06-29","2018-07-02","4.00"
"000939","*ST 凯迪","2019-04-29","1","2019-04-29","2020-11-05","1476.00"
"000939","*ST 凯迪","2019-05-13","3","2019-05-13","2020-11-05","1448.00"
"000948","南天信息","2016-06-28","1","2016-06-28","2016-07-12","40.00"
"000948","南天信息","2018-02-23","1","2018-02-23","2018-03-09","40.00"
"000950","*ST 建峰","2017-04-26","1","2017-04-26","2018-08-28","1320.00"
"000950","*ST 建峰","2017-05-09","3","2017-05-11","2018-08-28","1280.00"
"000950","重药控股","2018-08-28","1","2018-08-28","2018-08-28","1.00"
"000950","重药控股","2018-08-28","1","2018-08-28","2018-08-28","0.52"
"000955","欣龙控股","2017-07-20","1","2017-07-20","2017-08-03","40.00"
"000958","东方能源","2019-03-25","1","2019-03-25","2019-04-09","40.00"
"000958","东方能源","2019-11-13","1","2019-11-13","2019-11-14","4.00"
"000959","首钢股份","2016-09-13","1","2016-09-13","2016-09-29","40.00"
"000959","首钢股份","2020-09-11","1","2020-09-11","2020-09-25","40.00"
"000960","锡业股份","2016-06-06","1","2016-06-06","2016-06-21","36.00"
"000961","中南建设","2016-11-30","1","2016-11-30","2016-12-14","40.00"
"000961","中南建设","2018-01-12","1","2018-01-12","2018-01-16","8.00"
"000962","*ST 东钽","2017-03-31","1","2017-03-31","2017-04-05","4.00"
"000962","东方钽业","2018-03-13","1","2018-03-13","2018-05-14","160.00"
"000966","长源电力","2020-05-06","1","2020-05-06","2020-05-20","40.00"
"000967","盈峰环境","2016-07-14","1","2016-07-14","2016-07-25","28.00"
"000967","盈峰环境","2018-05-18","1","2018-05-18","2018-07-31","204.00"
"000967","盈峰环境","2018-10-18","1","2018-10-18","2018-10-25","20.00"
